UrbanRural,Race,KidsCount,LogIncome,LogExpenditure
1,2,3,10.493735216518349,8.758722128377459
1,1,0,11.371000148898885,9.540936616016767
1,2,1,10.757872846655182,10.778067084173816
1,1,7,10.225308587109335,9.511220352753348
2,5,5,9.424096679218984,11.366927526154146
1,1,0,10.750703812243097,9.010386669989346
1,6,7,10.007489192659703,9.793981852525082
1,4,2,12.537927565723304,11.267519058345043
2,6,0,13.075823358634025,11.779068467431113
2,3,0,9.457154502812548,9.687822416537914
2,3,0,11.89829387192236,8.22051707483507
1,1,0,10.337982654161177,8.010948435193042
1,1,0,10.235816833784714,8.826994836140399
1,5,7,12.745373687099988,8.991599602892542
2,5,7,5.805569572513712,6.188520750784322
1,3,4,5.636921797381949,5.690524469517888
2,3,1,5.022246178311898,10.350177021137009
2,3,2,11.932527752766203,9.727900525679793
2,3,5,11.853413307956428,5.974673404210934
1,6,7,12.35402058240826,11.885583014430049
2,3,2,13.457967223137079,7.523425736425839
1,4,5,11.816560331814816,12.842284699610001
2,1,5,10.06022949939297,8.340623160023718
1,1,4,11.795541258229855,9.841620722411088
1,5,5,6.196984781582179,11.93818046303364
1,1,0,10.611227282290743,9.19477711073178
2,1,3,6.638030015059735,8.8604008648368
1,6,3,13.13738903443398,9.108059377453692
1,1,7,10.52518014875018,9.529705604149147
1,1,7,9.632844884571576,7.462365449178495
1,1,4,8.033028505505486,11.184046266591821
1,1,0,11.878670723352345,10.517585810705521
1,4,4,9.767577806355686,10.728965974180724
1,1,0,10.475674903813356,8.331198808935627
1,4,4,4.856723083439751,4.837238055573536
1,4,1,10.571497962146381,5.170592201074405
1,6,4,10.895011346566921,12.939075065622514
1,6,0,10.747902390911694,7.344035187941796
2,3,0,13.2354787447518,5.19177845455535
1,4,3,11.329830509487111,6.5301564100027925
2,5,2,8.731772025550859,10.788727010936643
1,5,0,9.87443660237478,10.965997817645244
1,1,6,11.421268785333496,7.533808532515101
1,6,0,5.175444985072495,11.927538225855843
1,4,1,11.172604550942252,10.010244780739738
1,1,0,11.422583838164606,9.483209889232773
1,1,2,7.443484093621004,7.790917734557793
1,4,6,6.2407065484726125,12.804629079339078
2,2,0,8.38218920778649,11.078286940192605
1,2,3,9.174819924741604,8.6685481268964
1,1,0,10.474827518478527,12.228480060577617
1,1,0,9.853527338079445,7.482012828727642
1,6,6,13.352659743154526,12.65696124793883
1,2,1,5.668806414377253,12.937163038800707
1,4,3,7.588755755763125,12.929453179434239
2,4,4,6.866643150246933,7.977733535475545
1,1,0,10.615058408834246,9.386220440405701
1,4,2,8.06707207269993,9.509863933838504
1,2,2,9.972079568344787,8.551002621382247
1,2,5,8.065317877662128,8.99367908575526
2,6,1,6.812377449930294,9.954020952489907
1,3,7,6.228224184614719,11.583131689519616
2,3,0,11.006935271586613,10.017201762423523
1,3,7,6.257061811207748,9.267660019826993
1,6,2,7.166830557193585,9.16697265475796
1,1,1,8.935254695573427,7.079237800683315
1,1,0,11.755336264372726,9.464190894842892
2,1,0,5.698535512336252,12.517342775419639
1,2,3,12.204328797295744,10.558271103558969
2,1,6,5.65517884905916,7.059930466495727
